item_index,step_num,question_type,question,answer,answer_binary,subject,title,num_steps
156,4,question_attr_3,Is there a Postal Worker with soda can in hand?,yes,1,Postal Worker,,6
156,4,question_attr_4,Is there a Postal Worker with red hair?,yes,1,Postal Worker,,6
156,4,question_count,Are there four Postal Workers?,yes,1,Postal Worker,,6
156,4,question_interaction_1,Is the Postal Worker with long hair exchanging business cards with the Postal Worker with backpack in hand?,yes,1,Postal Worker,,6
156,4,question_interaction_2,Is the Postal Worker with soda can in hand one person placing a comforting hand on the other's shoulder or back with the Postal Worker with red hair?,yes,1,Postal Worker,,6
157,1,question_attr_1,Is there a Marine wearing Winter gloves?,no,0,Marine (Marine Corps),,6
157,1,question_attr_2,Is there a Marine with soda can in hand?,no,0,Marine (Marine Corps),,6
157,1,question_attr_3,Is there a Marine with tattoos on ankle?,no,0,Marine (Marine Corps),,6
157,1,question_attr_4,Is there a Marine with red hair?,no,0,Marine (Marine Corps),,6
157,1,question_count,Are there four Marines?,no,0,Marine (Marine Corps),,6
157,1,question_interaction_1,Is the Marine wearing Winter gloves pointing an accusatory finger at the other with the Marine with soda can in hand?,no,0,Marine (Marine Corps),,6
157,1,question_interaction_2,Is the Marine with tattoos on ankle kneeling before someone with the Marine with red hair?,no,0,Marine (Marine Corps),,6
157,2,question_attr_1,Is there a Marine wearing Winter gloves?,yes,1,Marine (Marine Corps),,6
157,2,question_attr_2,Is there a Marine with soda can in hand?,yes,1,Marine (Marine Corps),,6
157,2,question_attr_3,Is there a Marine with tattoos on ankle?,no,0,Marine (Marine Corps),,6
157,2,question_attr_4,Is there a Marine with red hair?,no,0,Marine (Marine Corps),,6
157,2,question_count,Are there four Marines?,no,0,Marine (Marine Corps),,6
157,2,question_interaction_1,Is the Marine wearing Winter gloves pointing an accusatory finger at the other with the Marine with soda can in hand?,no,0,Marine (Marine Corps),,6
157,2,question_interaction_2,Is the Marine with tattoos on ankle kneeling before someone with the Marine with red hair?,no,0,Marine (Marine Corps),,6
157,3,question_attr_1,Is there a Marine wearing Winter gloves?,yes,1,Marine (Marine Corps),,6
157,3,question_attr_2,Is there a Marine with soda can in hand?,yes,1,Marine (Marine Corps),,6
157,3,question_attr_3,Is there a Marine with tattoos on ankle?,yes,1,Marine (Marine Corps),,6
157,3,question_attr_4,Is there a Marine with red hair?,yes,1,Marine (Marine Corps),,6
157,3,question_count,Are there four Marines?,no,0,Marine (Marine Corps),,6
157,3,question_interaction_1,Is the Marine wearing Winter gloves pointing an accusatory finger at the other with the Marine with soda can in hand?,yes,1,Marine (Marine Corps),,6
157,3,question_interaction_2,Is the Marine with tattoos on ankle kneeling before someone with the Marine with red hair?,no,0,Marine (Marine Corps),,6
157,4,question_attr_1,Is there a Marine wearing Winter gloves?,no,0,Marine (Marine Corps),,6
157,4,question_attr_2,Is there a Marine with soda can in hand?,yes,1,Marine (Marine Corps),,6
157,4,question_attr_3,Is there a Marine with tattoos on ankle?,no,0,Marine (Marine Corps),,6
157,4,question_attr_4,Is there a Marine with red hair?,yes,1,Marine (Marine Corps),,6
157,4,question_count,Are there four Marines?,no,0,Marine (Marine Corps),,6
157,4,question_interaction_1,Is the Marine wearing Winter gloves pointing an accusatory finger at the other with the Marine with soda can in hand?,no,0,Marine (Marine Corps),,6
157,4,question_interaction_2,Is the Marine with tattoos on ankle kneeling before someone with the Marine with red hair?,no,0,Marine (Marine Corps),,6
160,1,question_attr_1,Is there a Bank Teller with tattoos on neck?,no,0,Bank Teller,,6
160,1,question_attr_2,Is there a Bank Teller with fades hair?,yes,1,Bank Teller,,6
160,1,question_attr_3,Is there a Bank Teller is thoughtful?,no,0,Bank Teller,,6
160,1,question_attr_4,Is there a Bank Teller wearing nose piercings?,yes,1,Bank Teller,,6
160,1,question_count,Are there four Bank Tellers?,no,0,Bank Teller,,6
160,1,question_interaction_1,Is the Bank Teller with tattoos on neck pouring the other a cup of tea or coffee with the Bank Teller with fades hair?,no,0,Bank Teller,,6
160,1,question_interaction_2,Is the Bank Teller is thoughtful one person shouting while the other looks away with the Bank Teller wearing nose piercings?,no,0,Bank Teller,,6
160,2,question_attr_1,Is there a Bank Teller with tattoos on neck?,no,0,Bank Teller,,6
160,2,question_attr_2,Is there a Bank Teller with fades hair?,yes,1,Bank Teller,,6
160,2,question_attr_3,Is there a Bank Teller is thoughtful?,no,0,Bank Teller,,6
160,2,question_attr_4,Is there a Bank Teller wearing nose piercings?,no,0,Bank Teller,,6
160,2,question_count,Are there four Bank Tellers?,no,0,Bank Teller,,6
160,2,question_interaction_1,Is the Bank Teller with tattoos on neck pouring the other a cup of tea or coffee with the Bank Teller with fades hair?,yes,1,Bank Teller,,6
160,2,question_interaction_2,Is the Bank Teller is thoughtful one person shouting while the other looks away with the Bank Teller wearing nose piercings?,no,0,Bank Teller,,6
160,3,question_attr_1,Is there a Bank Teller with tattoos on neck?,yes,1,Bank Teller,,6
160,3,question_attr_2,Is there a Bank Teller with fades hair?,yes,1,Bank Teller,,6
160,3,question_attr_3,Is there a Bank Teller is thoughtful?,no,0,Bank Teller,,6
160,3,question_attr_4,Is there a Bank Teller wearing nose piercings?,no,0,Bank Teller,,6
160,3,question_count,Are there four Bank Tellers?,no,0,Bank Teller,,6
160,3,question_interaction_1,Is the Bank Teller with tattoos on neck pouring the other a cup of tea or coffee with the Bank Teller with fades hair?,yes,1,Bank Teller,,6
160,3,question_interaction_2,Is the Bank Teller is thoughtful one person shouting while the other looks away with the Bank Teller wearing nose piercings?,no,0,Bank Teller,,6
160,4,question_attr_1,Is there a Bank Teller with tattoos on neck?,yes,1,Bank Teller,,6
160,4,question_attr_2,Is there a Bank Teller with fades hair?,yes,1,Bank Teller,,6
160,4,question_attr_3,Is there a Bank Teller is thoughtful?,no,0,Bank Teller,,6
160,4,question_attr_4,Is there a Bank Teller wearing nose piercings?,no,0,Bank Teller,,6
160,4,question_count,Are there four Bank Tellers?,no,0,Bank Teller,,6
160,4,question_interaction_1,Is the Bank Teller with tattoos on neck pouring the other a cup of tea or coffee with the Bank Teller with fades hair?,yes,1,Bank Teller,,6
160,4,question_interaction_2,Is the Bank Teller is thoughtful one person shouting while the other looks away with the Bank Teller wearing nose piercings?,no,0,Bank Teller,,6
161,1,question_attr_1,Is there a Cruise Ship Crew is crying?,no,0,Cruise Ship Crew,,6
161,1,question_attr_2,Is there a Cruise Ship Crew with black hair?,yes,1,Cruise Ship Crew,,6
161,1,question_attr_3,Is there a Cruise Ship Crew wearing leather gloves?,no,0,Cruise Ship Crew,,6
161,1,question_attr_4,Is there a Cruise Ship Crew wearing sunglasses?,yes,1,Cruise Ship Crew,,6
161,1,question_count,Are there four Cruise Ship Crews?,no,0,Cruise Ship Crew,,6
161,1,question_interaction_1,"Is the Cruise Ship Crew is crying arguing face-to-face, with expressive hand gestures with the Cruise Ship Crew with black hair?",no,0,Cruise Ship Crew,,6
161,1,question_interaction_2,Is the Cruise Ship Crew wearing leather gloves one person pointing an accusatory finger at the other with the Cruise Ship Crew wearing sunglasses?,no,0,Cruise Ship Crew,,6
161,2,question_attr_1,Is there a Cruise Ship Crew is crying?,yes,1,Cruise Ship Crew,,6
161,2,question_attr_2,Is there a Cruise Ship Crew with black hair?,yes,1,Cruise Ship Crew,,6
161,2,question_attr_3,Is there a Cruise Ship Crew wearing leather gloves?,no,0,Cruise Ship Crew,,6
161,2,question_attr_4,Is there a Cruise Ship Crew wearing sunglasses?,no,0,Cruise Ship Crew,,6
161,2,question_count,Are there four Cruise Ship Crews?,no,0,Cruise Ship Crew,,6
161,2,question_interaction_1,"Is the Cruise Ship Crew is crying arguing face-to-face, with expressive hand gestures with the Cruise Ship Crew with black hair?",yes,1,Cruise Ship Crew,,6
161,2,question_interaction_2,Is the Cruise Ship Crew wearing leather gloves one person pointing an accusatory finger at the other with the Cruise Ship Crew wearing sunglasses?,no,0,Cruise Ship Crew,,6
161,3,question_attr_1,Is there a Cruise Ship Crew is crying?,yes,1,Cruise Ship Crew,,6
161,3,question_attr_2,Is there a Cruise Ship Crew with black hair?,yes,1,Cruise Ship Crew,,6
161,3,question_attr_3,Is there a Cruise Ship Crew wearing leather gloves?,no,0,Cruise Ship Crew,,6
161,3,question_attr_4,Is there a Cruise Ship Crew wearing sunglasses?,yes,1,Cruise Ship Crew,,6
161,3,question_count,Are there four Cruise Ship Crews?,no,0,Cruise Ship Crew,,6
161,3,question_interaction_1,"Is the Cruise Ship Crew is crying arguing face-to-face, with expressive hand gestures with the Cruise Ship Crew with black hair?",yes,1,Cruise Ship Crew,,6
161,3,question_interaction_2,Is the Cruise Ship Crew wearing leather gloves one person pointing an accusatory finger at the other with the Cruise Ship Crew wearing sunglasses?,no,0,Cruise Ship Crew,,6
161,4,question_attr_1,Is there a Cruise Ship Crew is crying?,no,0,Cruise Ship Crew,,6
161,4,question_attr_2,Is there a Cruise Ship Crew with black hair?,yes,1,Cruise Ship Crew,,6
161,4,question_attr_3,Is there a Cruise Ship Crew wearing leather gloves?,no,0,Cruise Ship Crew,,6
161,4,question_attr_4,Is there a Cruise Ship Crew wearing sunglasses?,yes,1,Cruise Ship Crew,,6
161,4,question_count,Are there four Cruise Ship Crews?,yes,1,Cruise Ship Crew,,6
161,4,question_interaction_1,"Is the Cruise Ship Crew is crying arguing face-to-face, with expressive hand gestures with the Cruise Ship Crew with black hair?",yes,1,Cruise Ship Crew,,6
161,4,question_interaction_2,Is the Cruise Ship Crew wearing leather gloves one person pointing an accusatory finger at the other with the Cruise Ship Crew wearing sunglasses?,no,0,Cruise Ship Crew,,6
162,1,question_attr_1,Is there a Correctional Officer with goatee?,no,0,Correctional Officer,,6
162,1,question_attr_2,Is there a Correctional Officer is frowning?,no,0,Correctional Officer,,6
162,1,question_attr_3,Is there a Correctional Officer is excited?,no,0,Correctional Officer,,6
162,1,question_attr_4,Is there a Correctional Officer is pensive?,no,0,Correctional Officer,,6
162,1,question_count,Are there four Correctional Officers?,no,0,Correctional Officer,,6
162,1,question_interaction_1,Is the Correctional Officer with goatee pointing an accusatory finger at the other with the Correctional Officer is frowning?,yes,1,Correctional Officer,,6
162,1,question_interaction_2,Is the Correctional Officer is excited crossing their arms and glaring while the other tries to talk with the Correctional Officer is pensive?,no,0,Correctional Officer,,6
162,2,question_attr_1,Is there a Correctional Officer with goatee?,yes,1,Correctional Officer,,6
162,2,question_attr_2,Is there a Correctional Officer is frowning?,no,0,Correctional Officer,,6
162,2,question_attr_3,Is there a Correctional Officer is excited?,no,0,Correctional Officer,,6
162,2,question_attr_4,Is there a Correctional Officer is pensive?,no,0,Correctional Officer,,6
162,2,question_count,Are there four Correctional Officers?,no,0,Correctional Officer,,6
162,2,question_interaction_1,Is the Correctional Officer with goatee pointing an accusatory finger at the other with the Correctional Officer is frowning?,yes,1,Correctional Officer,,6
162,2,question_interaction_2,Is the Correctional Officer is excited crossing their arms and glaring while the other tries to talk with the Correctional Officer is pensive?,no,0,Correctional Officer,,6
162,3,question_attr_1,Is there a Correctional Officer with goatee?,no,0,Correctional Officer,,6
162,3,question_attr_2,Is there a Correctional Officer is frowning?,no,0,Correctional Officer,,6
162,3,question_attr_3,Is there a Correctional Officer is excited?,no,0,Correctional Officer,,6
162,3,question_attr_4,Is there a Correctional Officer is pensive?,no,0,Correctional Officer,,6
162,3,question_count,Are there four Correctional Officers?,no,0,Correctional Officer,,6
162,3,question_interaction_1,Is the Correctional Officer with goatee pointing an accusatory finger at the other with the Correctional Officer is frowning?,no,0,Correctional Officer,,6
162,3,question_interaction_2,Is the Correctional Officer is excited crossing their arms and glaring while the other tries to talk with the Correctional Officer is pensive?,no,0,Correctional Officer,,6
162,4,question_attr_1,Is there a Correctional Officer with goatee?,yes,1,Correctional Officer,,6
162,4,question_attr_2,Is there a Correctional Officer is frowning?,no,0,Correctional Officer,,6
162,4,question_attr_3,Is there a Correctional Officer is excited?,no,0,Correctional Officer,,6
162,4,question_attr_4,Is there a Correctional Officer is pensive?,no,0,Correctional Officer,,6
162,4,question_count,Are there four Correctional Officers?,yes,1,Correctional Officer,,6
162,4,question_interaction_1,Is the Correctional Officer with goatee pointing an accusatory finger at the other with the Correctional Officer is frowning?,no,0,Correctional Officer,,6
162,4,question_interaction_2,Is the Correctional Officer is excited crossing their arms and glaring while the other tries to talk with the Correctional Officer is pensive?,no,0,Correctional Officer,,6
167,1,question_attr_1,Is there a Sailor with tattoos on leg?,no,0,Sailor (Navy),,6
167,1,question_attr_2,Is there a Sailor wearing leather gloves?,no,0,Sailor (Navy),,6
167,1,question_attr_3,Is there a Sailor wearing nose piercing?,no,0,Sailor (Navy),,6
167,1,question_attr_4,Is there a Sailor is surprised?,no,0,Sailor (Navy),,6
167,1,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
167,1,question_interaction_1,Is the Sailor with tattoos on leg whispering a secret into the other's ear with the Sailor wearing leather gloves?,no,0,Sailor (Navy),,6
167,1,question_interaction_2,Is the Sailor wearing nose piercing kneeling before someone with the Sailor is surprised?,no,0,Sailor (Navy),,6
167,2,question_attr_1,Is there a Sailor with tattoos on leg?,yes,1,Sailor (Navy),,6
167,2,question_attr_2,Is there a Sailor wearing leather gloves?,yes,1,Sailor (Navy),,6
167,2,question_attr_3,Is there a Sailor wearing nose piercing?,no,0,Sailor (Navy),,6
167,2,question_attr_4,Is there a Sailor is surprised?,yes,1,Sailor (Navy),,6
167,2,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
167,2,question_interaction_1,Is the Sailor with tattoos on leg whispering a secret into the other's ear with the Sailor wearing leather gloves?,yes,1,Sailor (Navy),,6
167,2,question_interaction_2,Is the Sailor wearing nose piercing kneeling before someone with the Sailor is surprised?,no,0,Sailor (Navy),,6
167,3,question_attr_1,Is there a Sailor with tattoos on leg?,yes,1,Sailor (Navy),,6
167,3,question_attr_2,Is there a Sailor wearing leather gloves?,yes,1,Sailor (Navy),,6
167,3,question_attr_3,Is there a Sailor wearing nose piercing?,no,0,Sailor (Navy),,6
167,3,question_attr_4,Is there a Sailor is surprised?,yes,1,Sailor (Navy),,6
167,3,question_count,Are there four Sailors?,yes,1,Sailor (Navy),,6
167,3,question_interaction_1,Is the Sailor with tattoos on leg whispering a secret into the other's ear with the Sailor wearing leather gloves?,yes,1,Sailor (Navy),,6
167,3,question_interaction_2,Is the Sailor wearing nose piercing kneeling before someone with the Sailor is surprised?,no,0,Sailor (Navy),,6
167,4,question_attr_1,Is there a Sailor with tattoos on leg?,yes,1,Sailor (Navy),,6
167,4,question_attr_2,Is there a Sailor wearing leather gloves?,yes,1,Sailor (Navy),,6
167,4,question_attr_3,Is there a Sailor wearing nose piercing?,no,0,Sailor (Navy),,6
167,4,question_attr_4,Is there a Sailor is surprised?,yes,1,Sailor (Navy),,6
167,4,question_count,Are there four Sailors?,yes,1,Sailor (Navy),,6
167,4,question_interaction_1,Is the Sailor with tattoos on leg whispering a secret into the other's ear with the Sailor wearing leather gloves?,yes,1,Sailor (Navy),,6
167,4,question_interaction_2,Is the Sailor wearing nose piercing kneeling before someone with the Sailor is surprised?,no,0,Sailor (Navy),,6
171,1,question_attr_1,Is there a Theme Park Employee wearing bracelet?,yes,1,Theme Park Employee,,6
171,1,question_attr_2,Is there a Theme Park Employee with sideburns?,no,0,Theme Park Employee,,6
171,1,question_attr_3,Is there a Theme Park Employee with green eyes?,no,0,Theme Park Employee,,6
171,1,question_attr_4,Is there a Theme Park Employee with coffee cup in hand?,no,0,Theme Park Employee,,6
171,1,question_count,Are there four Theme Park Employees?,no,0,Theme Park Employee,,6
171,1,question_interaction_1,Is the Theme Park Employee wearing bracelet one person turning their back on the other while they are speaking with the Theme Park Employee with sideburns?,no,0,Theme Park Employee,,6
171,1,question_interaction_2,"Is the Theme Park Employee with green eyes arguing face-to-face, with expressive hand gestures with the Theme Park Employee with coffee cup in hand?",no,0,Theme Park Employee,,6
171,2,question_attr_1,Is there a Theme Park Employee wearing bracelet?,yes,1,Theme Park Employee,,6
171,2,question_attr_2,Is there a Theme Park Employee with sideburns?,yes,1,Theme Park Employee,,6
171,2,question_attr_3,Is there a Theme Park Employee with green eyes?,no,0,Theme Park Employee,,6
171,2,question_attr_4,Is there a Theme Park Employee with coffee cup in hand?,no,0,Theme Park Employee,,6
171,2,question_count,Are there four Theme Park Employees?,no,0,Theme Park Employee,,6
171,2,question_interaction_1,Is the Theme Park Employee wearing bracelet one person turning their back on the other while they are speaking with the Theme Park Employee with sideburns?,no,0,Theme Park Employee,,6
171,2,question_interaction_2,"Is the Theme Park Employee with green eyes arguing face-to-face, with expressive hand gestures with the Theme Park Employee with coffee cup in hand?",no,0,Theme Park Employee,,6
171,3,question_attr_1,Is there a Theme Park Employee wearing bracelet?,no,0,Theme Park Employee,,6
171,3,question_attr_2,Is there a Theme Park Employee with sideburns?,yes,1,Theme Park Employee,,6
171,3,question_attr_3,Is there a Theme Park Employee with green eyes?,no,0,Theme Park Employee,,6
171,3,question_attr_4,Is there a Theme Park Employee with coffee cup in hand?,yes,1,Theme Park Employee,,6
171,3,question_count,Are there four Theme Park Employees?,no,0,Theme Park Employee,,6
171,3,question_interaction_1,Is the Theme Park Employee wearing bracelet one person turning their back on the other while they are speaking with the Theme Park Employee with sideburns?,no,0,Theme Park Employee,,6
171,3,question_interaction_2,"Is the Theme Park Employee with green eyes arguing face-to-face, with expressive hand gestures with the Theme Park Employee with coffee cup in hand?",no,0,Theme Park Employee,,6
171,4,question_attr_1,Is there a Theme Park Employee wearing bracelet?,no,0,Theme Park Employee,,6
171,4,question_attr_2,Is there a Theme Park Employee with sideburns?,yes,1,Theme Park Employee,,6
171,4,question_attr_3,Is there a Theme Park Employee with green eyes?,no,0,Theme Park Employee,,6
171,4,question_attr_4,Is there a Theme Park Employee with coffee cup in hand?,yes,1,Theme Park Employee,,6
171,4,question_count,Are there four Theme Park Employees?,no,0,Theme Park Employee,,6
171,4,question_interaction_1,Is the Theme Park Employee wearing bracelet one person turning their back on the other while they are speaking with the Theme Park Employee with sideburns?,no,0,Theme Park Employee,,6
171,4,question_interaction_2,"Is the Theme Park Employee with green eyes arguing face-to-face, with expressive hand gestures with the Theme Park Employee with coffee cup in hand?",no,0,Theme Park Employee,,6
175,1,question_attr_1,Is there a Casino Dealer is surprised?,no,0,Casino Dealer,,6
175,1,question_attr_2,Is there a Casino Dealer has sideburns?,no,0,Casino Dealer,,6
175,1,question_attr_3,Is there a Casino Dealer is content?,no,0,Casino Dealer,,6
175,1,question_attr_4,Is there a Casino Dealer has black hair?,no,0,Casino Dealer,,6
175,1,question_count,Are there four Casino Dealers?,no,0,Casino Dealer,,6
175,1,question_interaction_1,Is the Casino Dealer is surprised Kneeling Before Someone with the Casino Dealer has sideburns?,no,0,Casino Dealer,,6
175,1,question_interaction_2,Is the Casino Dealer is content One person shouting while the other looks away with the Casino Dealer has black hair?,no,0,Casino Dealer,,6
175,2,question_attr_1,Is there a Casino Dealer is surprised?,yes,1,Casino Dealer,,6
175,2,question_attr_2,Is there a Casino Dealer has sideburns?,yes,1,Casino Dealer,,6
175,2,question_attr_3,Is there a Casino Dealer is content?,no,0,Casino Dealer,,6
175,2,question_attr_4,Is there a Casino Dealer has black hair?,yes,1,Casino Dealer,,6
175,2,question_count,Are there four Casino Dealers?,no,0,Casino Dealer,,6
175,2,question_interaction_1,Is the Casino Dealer is surprised Kneeling Before Someone with the Casino Dealer has sideburns?,no,0,Casino Dealer,,6
175,2,question_interaction_2,Is the Casino Dealer is content One person shouting while the other looks away with the Casino Dealer has black hair?,no,0,Casino Dealer,,6
175,3,question_attr_1,Is there a Casino Dealer is surprised?,yes,1,Casino Dealer,,6
175,3,question_attr_2,Is there a Casino Dealer has sideburns?,yes,1,Casino Dealer,,6
175,3,question_attr_3,Is there a Casino Dealer is content?,no,0,Casino Dealer,,6
175,3,question_attr_4,Is there a Casino Dealer has black hair?,yes,1,Casino Dealer,,6
175,3,question_count,Are there four Casino Dealers?,no,0,Casino Dealer,,6
175,3,question_interaction_1,Is the Casino Dealer is surprised Kneeling Before Someone with the Casino Dealer has sideburns?,no,0,Casino Dealer,,6
175,3,question_interaction_2,Is the Casino Dealer is content One person shouting while the other looks away with the Casino Dealer has black hair?,no,0,Casino Dealer,,6
175,4,question_attr_1,Is there a Casino Dealer is surprised?,yes,1,Casino Dealer,,6
175,4,question_attr_2,Is there a Casino Dealer has sideburns?,yes,1,Casino Dealer,,6
175,4,question_attr_3,Is there a Casino Dealer is content?,no,0,Casino Dealer,,6
175,4,question_attr_4,Is there a Casino Dealer has black hair?,yes,1,Casino Dealer,,6
175,4,question_count,Are there four Casino Dealers?,yes,1,Casino Dealer,,6
175,4,question_interaction_1,Is the Casino Dealer is surprised Kneeling Before Someone with the Casino Dealer has sideburns?,no,0,Casino Dealer,,6
175,4,question_interaction_2,Is the Casino Dealer is content One person shouting while the other looks away with the Casino Dealer has black hair?,no,0,Casino Dealer,,6
176,1,question_attr_1,Is there a Surgeon wearing latex gloves?,no,0,Surgeon,,6
176,1,question_attr_2,Is there a Surgeon is serious?,no,0,Surgeon,,6
176,1,question_attr_3,Is there a Surgeon wearing earrings?,yes,1,Surgeon,,6
176,1,question_attr_4,Is there a Surgeon with hazel eyes?,no,0,Surgeon,,6
176,1,question_count,Are there four Surgeons?,no,0,Surgeon,,6
176,1,question_interaction_1,Is the Surgeon wearing latex gloves exchanging business cards with the Surgeon is serious?,no,0,Surgeon,,6
176,1,question_interaction_2,"Is the Surgeon wearing earrings assembling something, reading instructions together with the Surgeon with hazel eyes?",no,0,Surgeon,,6
176,2,question_attr_1,Is there a Surgeon wearing latex gloves?,yes,1,Surgeon,,6
176,2,question_attr_2,Is there a Surgeon is serious?,no,0,Surgeon,,6
176,2,question_attr_3,Is there a Surgeon wearing earrings?,no,0,Surgeon,,6
176,2,question_attr_4,Is there a Surgeon with hazel eyes?,no,0,Surgeon,,6
176,2,question_count,Are there four Surgeons?,no,0,Surgeon,,6
176,2,question_interaction_1,Is the Surgeon wearing latex gloves exchanging business cards with the Surgeon is serious?,yes,1,Surgeon,,6
176,2,question_interaction_2,"Is the Surgeon wearing earrings assembling something, reading instructions together with the Surgeon with hazel eyes?",no,0,Surgeon,,6
176,3,question_attr_1,Is there a Surgeon wearing latex gloves?,yes,1,Surgeon,,6
176,3,question_attr_2,Is there a Surgeon is serious?,yes,1,Surgeon,,6
176,3,question_attr_3,Is there a Surgeon wearing earrings?,no,0,Surgeon,,6
176,3,question_attr_4,Is there a Surgeon with hazel eyes?,no,0,Surgeon,,6
176,3,question_count,Are there four Surgeons?,no,0,Surgeon,,6
176,3,question_interaction_1,Is the Surgeon wearing latex gloves exchanging business cards with the Surgeon is serious?,yes,1,Surgeon,,6
176,3,question_interaction_2,"Is the Surgeon wearing earrings assembling something, reading instructions together with the Surgeon with hazel eyes?",no,0,Surgeon,,6
176,4,question_attr_1,Is there a Surgeon wearing latex gloves?,yes,1,Surgeon,,6
176,4,question_attr_2,Is there a Surgeon is serious?,yes,1,Surgeon,,6
176,4,question_attr_3,Is there a Surgeon wearing earrings?,no,0,Surgeon,,6
176,4,question_attr_4,Is there a Surgeon with hazel eyes?,no,0,Surgeon,,6
176,4,question_count,Are there four Surgeons?,no,0,Surgeon,,6
176,4,question_interaction_1,Is the Surgeon wearing latex gloves exchanging business cards with the Surgeon is serious?,yes,1,Surgeon,,6
176,4,question_interaction_2,"Is the Surgeon wearing earrings assembling something, reading instructions together with the Surgeon with hazel eyes?",no,0,Surgeon,,6
180,1,question_attr_1,Is there a Bank Teller is angry?,no,0,Bank Teller,,6
180,1,question_attr_2,Is there a Bank Teller with hazel eyes?,no,0,Bank Teller,,6
180,1,question_attr_3,Is there a Bank Teller wearing headphones?,no,0,Bank Teller,,6
180,1,question_attr_4,Is there a Bank Teller is serious?,no,0,Bank Teller,,6
180,1,question_count,Are there four Bank Tellers?,no,0,Bank Teller,,6
180,1,question_interaction_1,Is the Bank Teller is angry bowing to each other with the Bank Teller with hazel eyes?,no,0,Bank Teller,,6
180,1,question_interaction_2,Is the Bank Teller wearing headphones placing a comforting hand on the other's shoulder or back with the Bank Teller is serious?,no,0,Bank Teller,,6
180,2,question_attr_1,Is there a Bank Teller is angry?,yes,1,Bank Teller,,6
180,2,question_attr_2,Is there a Bank Teller with hazel eyes?,no,0,Bank Teller,,6
180,2,question_attr_3,Is there a Bank Teller wearing headphones?,no,0,Bank Teller,,6
180,2,question_attr_4,Is there a Bank Teller is serious?,yes,1,Bank Teller,,6
180,2,question_count,Are there four Bank Tellers?,no,0,Bank Teller,,6
180,2,question_interaction_1,Is the Bank Teller is angry bowing to each other with the Bank Teller with hazel eyes?,no,0,Bank Teller,,6
180,2,question_interaction_2,Is the Bank Teller wearing headphones placing a comforting hand on the other's shoulder or back with the Bank Teller is serious?,no,0,Bank Teller,,6
180,3,question_attr_1,Is there a Bank Teller is angry?,no,0,Bank Teller,,6
180,3,question_attr_2,Is there a Bank Teller with hazel eyes?,no,0,Bank Teller,,6
180,3,question_attr_3,Is there a Bank Teller wearing headphones?,yes,1,Bank Teller,,6
180,3,question_attr_4,Is there a Bank Teller is serious?,yes,1,Bank Teller,,6
180,3,question_count,Are there four Bank Tellers?,no,0,Bank Teller,,6
180,3,question_interaction_1,Is the Bank Teller is angry bowing to each other with the Bank Teller with hazel eyes?,no,0,Bank Teller,,6
180,3,question_interaction_2,Is the Bank Teller wearing headphones placing a comforting hand on the other's shoulder or back with the Bank Teller is serious?,yes,1,Bank Teller,,6
180,4,question_attr_1,Is there a Bank Teller is angry?,no,0,Bank Teller,,6
180,4,question_attr_2,Is there a Bank Teller with hazel eyes?,no,0,Bank Teller,,6
180,4,question_attr_3,Is there a Bank Teller wearing headphones?,yes,1,Bank Teller,,6
180,4,question_attr_4,Is there a Bank Teller is serious?,yes,1,Bank Teller,,6
180,4,question_count,Are there four Bank Tellers?,no,0,Bank Teller,,6
180,4,question_interaction_1,Is the Bank Teller is angry bowing to each other with the Bank Teller with hazel eyes?,no,0,Bank Teller,,6
180,4,question_interaction_2,Is the Bank Teller wearing headphones placing a comforting hand on the other's shoulder or back with the Bank Teller is serious?,no,0,Bank Teller,,6
182,1,question_attr_1,Is there a Doctor wearing eyebrow piercings?,yes,1,Doctor,,6
182,1,question_attr_2,Is there a Doctor wearing Winter gloves?,yes,1,Doctor,,6
182,1,question_attr_3,Is there a Doctor is sad?,yes,1,Doctor,,6
182,1,question_attr_4,Is there a Doctor is serene?,no,0,Doctor,,6
182,1,question_count,Are there four Doctors?,no,0,Doctor,,6
182,1,question_interaction_1,Is the Doctor wearing eyebrow piercings pointing an accusatory finger at the other with the Doctor wearing Winter gloves?,yes,1,Doctor,,6
182,1,question_interaction_2,Is the Doctor is sad having conversations with the Doctor is serene?,no,0,Doctor,,6
182,2,question_attr_1,Is there a Doctor wearing eyebrow piercings?,no,0,Doctor,,6
182,2,question_attr_2,Is there a Doctor wearing Winter gloves?,no,0,Doctor,,6
182,2,question_attr_3,Is there a Doctor is sad?,no,0,Doctor,,6
182,2,question_attr_4,Is there a Doctor is serene?,no,0,Doctor,,6
182,2,question_count,Are there four Doctors?,no,0,Doctor,,6
182,2,question_interaction_1,Is the Doctor wearing eyebrow piercings pointing an accusatory finger at the other with the Doctor wearing Winter gloves?,no,0,Doctor,,6
182,2,question_interaction_2,Is the Doctor is sad having conversations with the Doctor is serene?,no,0,Doctor,,6
182,3,question_attr_1,Is there a Doctor wearing eyebrow piercings?,no,0,Doctor,,6
182,3,question_attr_2,Is there a Doctor wearing Winter gloves?,no,0,Doctor,,6
182,3,question_attr_3,Is there a Doctor is sad?,no,0,Doctor,,6
182,3,question_attr_4,Is there a Doctor is serene?,no,0,Doctor,,6
182,3,question_count,Are there four Doctors?,yes,1,Doctor,,6
